uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PR,PNEUMONIA,OUTRO,"80 - 89",M,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
PR,SEPTICEMIA,DOMICILIO,"80 - 89",F,6
PR,SEPTICEMIA,DOMICILIO,"80 - 89",M,13
PR,SEPTICEMIA,HOSPITAL,"80 - 89",F,225
PR,SEPTICEMIA,HOSPITAL,"80 - 89",M,149
PR,SEPTICEMIA,OUTRO,"80 - 89",F,4
PR,SEPTICEMIA,OUTRO,"80 - 89",M,3
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
PR,SRAG,DOMICILIO,"80 - 89",F,2
PR,SRAG,HOSPITAL,"80 - 89",F,12
PR,SRAG,HOSPITAL,"80 - 89",M,6
PR,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RJ,OUTRAS,DOMICILIO,"80 - 89",F,601
RJ,OUTRAS,DOMICILIO,"80 - 89",M,435
RJ,OUTRAS,HOSPITAL,"80 - 89",F,927
RJ,OUTRAS,HOSPITAL,"80 - 89",M,644
RJ,OUTRAS,IGNORADO,"80 - 89",F,5
RJ,OUTRAS,IGNORADO,"80 - 89",M,4
RJ,OUTRAS,OUTRO,"80 - 89",F,25
RJ,OUTRAS,OUTRO,"80 - 89",M,19
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,278
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,190
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
RJ,COVID,DOMICILIO,"80 - 89",F,15
RJ,COVID,DOMICILIO,"80 - 89",M,12
RJ,COVID,HOSPITAL,"80 - 89",F,944
RJ,COVID,HOSPITAL,"80 - 89",M,823
RJ,COVID,IGNORADO,"80 - 89",F,2
RJ,COVID,IGNORADO,"80 - 89",M,2
RJ,COVID,OUTRO,"80 - 89",F,1
RJ,COVID,OUTRO,"80 - 89",M,3
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,49
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,28
RJ,INDETERMINADA,DOMICILIO,"80 - 89",F,26
RJ,INDETERMINADA,DOMICILIO,"80 - 89",M,27
RJ,INDETERMINADA,HOSPITAL,"80 - 89",F,17
RJ,INDETERMINADA,HOSPITAL,"80 - 89",M,12
RJ,INDETERMINADA,OUTRO,"80 - 89",F,1
RJ,INDETERMINADA,OUTRO,"80 - 89",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,17
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,10
RJ,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,28
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,19
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,161
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,113
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,43
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,23
RJ,PNEUMONIA,DOMICILIO,"80 - 89",F,14
RJ,PNEUMONIA,DOMICILIO,"80 - 89",M,30
RJ,PNEUMONIA,HOSPITAL,"80 - 89",F,595
RJ,PNEUMONIA,HOSPITAL,"80 - 89",M,472
RJ,PNEUMONIA,IGNORADO,"80 - 89",M,1
RJ,PNEUMONIA,OUTRO,"80 - 89",F,1
RJ,PNEUMONIA,OUTRO,"80 - 89",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,81
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,58
RJ,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",F,14
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",M,8
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",F,569
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",M,355
RJ,SEPTICEMIA,IGNORADO,"80 - 89",F,1
RJ,SEPTICEMIA,OUTRO,"80 - 89",F,1
RJ,SEPTICEMIA,OUTRO,"80 - 89",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,102
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,57
RJ,SRAG,HOSPITAL,"80 - 89",F,23
RJ,SRAG,HOSPITAL,"80 - 89",M,25
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RN,OUTRAS,DOMICILIO,"80 - 89",F,75
RN,OUTRAS,DOMICILIO,"80 - 89",M,73
RN,OUTRAS,HOSPITAL,"80 - 89",F,83
RN,OUTRAS,HOSPITAL,"80 - 89",M,53
RN,OUTRAS,IGNORADO,"80 - 89",M,1
RN,OUTRAS,OUTRO,"80 - 89",F,1
RN,OUTRAS,OUTRO,"80 - 89",M,4
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RN,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
RN,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RN,COVID,DOMICILIO,"80 - 89",F,2
RN,COVID,DOMICILIO,"80 - 89",M,3
RN,COVID,HOSPITAL,"80 - 89",F,88
RN,COVID,HOSPITAL,"80 - 89",M,87
RN,COVID,OUTRO,"80 - 89",M,2
RN,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
RN,INDETERMINADA,DOMICILIO,"80 - 89",F,2
RN,INDETERMINADA,DOMICILIO,"80 - 89",M,1
RN,INDETERMINADA,HOSPITAL,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,12
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,5
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,13
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,16
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RN,PNEUMONIA,DOMICILIO,"80 - 89",F,14
RN,PNEUMONIA,DOMICILIO,"80 - 89",M,9
RN,PNEUMONIA,HOSPITAL,"80 - 89",F,54
RN,PNEUMONIA,HOSPITAL,"80 - 89",M,78
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RN,SEPTICEMIA,DOMICILIO,"80 - 89",F,8
RN,SEPTICEMIA,DOMICILIO,"80 - 89",M,7
RN,SEPTICEMIA,HOSPITAL,"80 - 89",F,55
RN,SEPTICEMIA,HOSPITAL,"80 - 89",M,37
RN,SEPTICEMIA,OUTRO,"80 - 89",F,2
RN,SEPTICEMIA,OUTRO,"80 - 89",M,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RN,SRAG,DOMICILIO,"80 - 89",F,1
RN,SRAG,DOMICILIO,"80 - 89",M,1
RN,SRAG,HOSPITAL,"80 - 89",F,2
RN,SRAG,HOSPITAL,"80 - 89",M,4
RO,OUTRAS,DOMICILIO,"80 - 89",F,38
RO,OUTRAS,DOMICILIO,"80 - 89",M,58
RO,OUTRAS,HOSPITAL,"80 - 89",F,42
RO,OUTRAS,HOSPITAL,"80 - 89",M,47
RO,OUTRAS,OUTRO,"80 - 89",F,2
RO,OUTRAS,OUTRO,"80 - 89",M,4
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RO,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
RO,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RO,COVID,DOMICILIO,"80 - 89",F,6
RO,COVID,DOMICILIO,"80 - 89",M,4
RO,COVID,HOSPITAL,"80 - 89",F,121
RO,COVID,HOSPITAL,"80 - 89",M,138
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RO,COVID,VIA_PUBLICA,"80 - 89",F,1
RO,INDETERMINADA,DOMICILIO,"80 - 89",M,2
RO,INDETERMINADA,HOSPITAL,"80 - 89",F,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,4
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,11
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,12
RO,PNEUMONIA,DOMICILIO,"80 - 89",F,1
RO,PNEUMONIA,DOMICILIO,"80 - 89",M,1
RO,PNEUMONIA,HOSPITAL,"80 - 89",F,14
RO,PNEUMONIA,HOSPITAL,"80 - 89",M,21
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
RO,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
RO,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
RO,SEPTICEMIA,HOSPITAL,"80 - 89",F,17
RO,SEPTICEMIA,HOSPITAL,"80 - 89",M,10
RO,SRAG,HOSPITAL,"80 - 89",F,2
RO,SRAG,HOSPITAL,"80 - 89",M,1
RR,OUTRAS,DOMICILIO,"80 - 89",F,3
RR,OUTRAS,DOMICILIO,"80 - 89",M,2
RR,OUTRAS,HOSPITAL,"80 - 89",F,7
RR,OUTRAS,HOSPITAL,"80 - 89",M,12
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RR,COVID,HOSPITAL,"80 - 89",F,15
RR,COVID,HOSPITAL,"80 - 89",M,25
RR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,3
RR,PNEUMONIA,HOSPITAL,"80 - 89",F,2
RR,PNEUMONIA,HOSPITAL,"80 - 89",M,3
RR,SEPTICEMIA,HOSPITAL,"80 - 89",F,2
RR,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
RS,OUTRAS,DOMICILIO,"80 - 89",F,496
RS,OUTRAS,DOMICILIO,"80 - 89",I,2
RS,OUTRAS,DOMICILIO,"80 - 89",M,365
RS,OUTRAS,HOSPITAL,"80 - 89",F,672
RS,OUTRAS,HOSPITAL,"80 - 89",M,540
RS,OUTRAS,IGNORADO,"80 - 89",F,24
RS,OUTRAS,IGNORADO,"80 - 89",M,20
RS,OUTRAS,OUTRO,"80 - 89",F,34
RS,OUTRAS,OUTRO,"80 - 89",M,28
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,80
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,67
RS,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
RS,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
RS,COVID,DOMICILIO,"80 - 89",F,22
RS,COVID,DOMICILIO,"80 - 89",M,29
RS,COVID,HOSPITAL,"80 - 89",F,879
RS,COVID,HOSPITAL,"80 - 89",I,1
RS,COVID,HOSPITAL,"80 - 89",M,841
RS,COVID,IGNORADO,"80 - 89",F,27
RS,COVID,IGNORADO,"80 - 89",M,21
RS,COVID,OUTRO,"80 - 89",F,5
RS,COVID,OUTRO,"80 - 89",M,6
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,54
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,42
RS,INDETERMINADA,DOMICILIO,"80 - 89",F,14
RS,INDETERMINADA,DOMICILIO,"80 - 89",M,7
RS,INDETERMINADA,HOSPITAL,"80 - 89",F,2
RS,INDETERMINADA,HOSPITAL,"80 - 89",M,4
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,25
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,33
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,131
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,133
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
RS,PNEUMONIA,DOMICILIO,"80 - 89",F,23
RS,PNEUMONIA,DOMICILIO,"80 - 89",M,23
RS,PNEUMONIA,HOSPITAL,"80 - 89",F,359
RS,PNEUMONIA,HOSPITAL,"80 - 89",M,306
RS,PNEUMONIA,IGNORADO,"80 - 89",F,9
RS,PNEUMONIA,IGNORADO,"80 - 89",M,11
RS,PNEUMONIA,OUTRO,"80 - 89",F,5
RS,PNEUMONIA,OUTRO,"80 - 89",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,32
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,15
RS,SEPTICEMIA,DOMICILIO,"80 - 89",F,15
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,10
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,336
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,221
RS,SEPTICEMIA,IGNORADO,"80 - 89",F,5
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,4
RS,SEPTICEMIA,OUTRO,"80 - 89",F,5
RS,SEPTICEMIA,OUTRO,"80 - 89",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,22
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RS,SRAG,HOSPITAL,"80 - 89",F,12
RS,SRAG,HOSPITAL,"80 - 89",M,4
RS,SRAG,IGNORADO,"80 - 89",M,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SC,OUTRAS,DOMICILIO,"80 - 89",F,197
SC,OUTRAS,DOMICILIO,"80 - 89",M,180
SC,OUTRAS,HOSPITAL,"80 - 89",F,320
SC,OUTRAS,HOSPITAL,"80 - 89",M,259
SC,OUTRAS,IGNORADO,"80 - 89",F,1
SC,OUTRAS,IGNORADO,"80 - 89",M,1
SC,OUTRAS,OUTRO,"80 - 89",F,12
SC,OUTRAS,OUTRO,"80 - 89",M,7
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,17
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,18
SC,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,5
SC,COVID,DOMICILIO,"80 - 89",F,15
SC,COVID,DOMICILIO,"80 - 89",M,7
SC,COVID,HOSPITAL,"80 - 89",F,353
SC,COVID,HOSPITAL,"80 - 89",I,1
SC,COVID,HOSPITAL,"80 - 89",M,390
SC,COVID,OUTRO,"80 - 89",M,4
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
SC,INDETERMINADA,DOMICILIO,"80 - 89",F,3
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,5
SC,INDETERMINADA,HOSPITAL,"80 - 89",F,3
SC,INDETERMINADA,HOSPITAL,"80 - 89",M,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,13
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,16
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,58
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,64
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,17
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,14
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,140
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,157
SC,PNEUMONIA,OUTRO,"80 - 89",F,1
SC,PNEUMONIA,OUTRO,"80 - 89",M,2
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SC,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
SC,SEPTICEMIA,DOMICILIO,"80 - 89",F,4
SC,SEPTICEMIA,DOMICILIO,"80 - 89",M,4
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,142
SC,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,88
SC,SEPTICEMIA,OUTRO,"80 - 89",M,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
SC,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
SC,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
SC,SRAG,HOSPITAL,"80 - 89",F,3
SC,SRAG,HOSPITAL,"80 - 89",M,4
SE,OUTRAS,DOMICILIO,"80 - 89",F,38
SE,OUTRAS,DOMICILIO,"80 - 89",M,33
SE,OUTRAS,HOSPITAL,"80 - 89",F,33
SE,OUTRAS,HOSPITAL,"80 - 89",M,34
SE,OUTRAS,IGNORADO,"80 - 89",F,1
SE,OUTRAS,OUTRO,"80 - 89",F,1
SE,OUTRAS,OUTRO,"80 - 89",M,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,36
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,30
SE,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
SE,COVID,DOMICILIO,"80 - 89",F,2
SE,COVID,DOMICILIO,"80 - 89",M,4
SE,COVID,HOSPITAL,"80 - 89",F,42
SE,COVID,HOSPITAL,"80 - 89",M,47
SE,COVID,IGNORADO,"80 - 89",M,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SE,INDETERMINADA,DOMICILIO,"80 - 89",F,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,6
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,10
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,21
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,18
SE,PNEUMONIA,IGNORADO,"80 - 89",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SE,SEPTICEMIA,DOMICILIO,"80 - 89",F,4
SE,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,28
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,25
SE,SRAG,HOSPITAL,"80 - 89",M,2
SP,OUTRAS,DOMICILIO,"80 - 89",F,1183
SP,OUTRAS,DOMICILIO,"80 - 89",I,5
SP,OUTRAS,DOMICILIO,"80 - 89",M,1002
SP,OUTRAS,HOSPITAL,"80 - 89",F,2084
SP,OUTRAS,HOSPITAL,"80 - 89",I,6
SP,OUTRAS,HOSPITAL,"80 - 89",M,1763
SP,OUTRAS,IGNORADO,"80 - 89",F,20
SP,OUTRAS,IGNORADO,"80 - 89",I,48
SP,OUTRAS,IGNORADO,"80 - 89",M,14
SP,OUTRAS,OUTRO,"80 - 89",F,132
SP,OUTRAS,OUTRO,"80 - 89",I,1
SP,OUTRAS,OUTRO,"80 - 89",M,86
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,210
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,143
SP,OUTRAS,POSTO_SAUDE,"80 - 89",F,4
SP,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
SP,OUTRAS,VIA_PUBLICA,"80 - 89",F,6
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,16
SP,COVID,DOMICILIO,"80 - 89",F,58
SP,COVID,DOMICILIO,"80 - 89",M,60
SP,COVID,HOSPITAL,"80 - 89",F,2387
SP,COVID,HOSPITAL,"80 - 89",I,1
SP,COVID,HOSPITAL,"80 - 89",M,2521
SP,COVID,IGNORADO,"80 - 89",F,7
SP,COVID,IGNORADO,"80 - 89",M,10
SP,COVID,OUTRO,"80 - 89",F,15
SP,COVID,OUTRO,"80 - 89",M,17
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,82
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,101
SP,COVID,POSTO_SAUDE,"80 - 89",F,2
SP,COVID,POSTO_SAUDE,"80 - 89",M,3
SP,COVID,VIA_PUBLICA,"80 - 89",F,1
SP,COVID,VIA_PUBLICA,"80 - 89",M,1
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,23
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,22
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,11
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,10
SP,INDETERMINADA,IGNORADO,"80 - 89",M,1
SP,INDETERMINADA,OUTRO,"80 - 89",F,1
SP,INDETERMINADA,OUTRO,"80 - 89",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,87
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,76
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,476
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,369
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,4
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,15
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,9
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,52
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,34
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",M,3
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,63
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,57
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,1477
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,1282
SP,PNEUMONIA,IGNORADO,"80 - 89",F,5
SP,PNEUMONIA,IGNORADO,"80 - 89",M,8
SP,PNEUMONIA,OUTRO,"80 - 89",F,23
SP,PNEUMONIA,OUTRO,"80 - 89",M,15
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,65
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,57
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,1
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,45
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,21
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,1125
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,738
SP,SEPTICEMIA,IGNORADO,"80 - 89",M,2
SP,SEPTICEMIA,OUTRO,"80 - 89",F,9
SP,SEPTICEMIA,OUTRO,"80 - 89",M,10
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,45
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,44
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,1
SP,SRAG,DOMICILIO,"80 - 89",M,1
SP,SRAG,HOSPITAL,"80 - 89",F,46
SP,SRAG,HOSPITAL,"80 - 89",M,54
SP,SRAG,OUTRO,"80 - 89",F,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
TO,OUTRAS,DOMICILIO,"80 - 89",F,18
TO,OUTRAS,DOMICILIO,"80 - 89",M,36
TO,OUTRAS,HOSPITAL,"80 - 89",F,18
TO,OUTRAS,HOSPITAL,"80 - 89",M,22
TO,OUTRAS,IGNORADO,"80 - 89",M,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
TO,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
TO,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
TO,COVID,DOMICILIO,"80 - 89",F,1
TO,COVID,HOSPITAL,"80 - 89",F,40
TO,COVID,HOSPITAL,"80 - 89",I,1
TO,COVID,HOSPITAL,"80 - 89",M,47
TO,COVID,OUTRO,"80 - 89",F,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
